,다듬을 말,원어,다듬은 말,제출 점수,의미/용례,sorted11 인덱스,원어_검색량,다듬은말_검색량,검색량_가산점
619,갠트리 크레인,gantry crane(영),갠트리 기중기,5.0,"컨테이너 전용 부두에 설치되어, 컨테이너 선박으로부터 컨테이너를 싣거나 내리는 작업을 하는 대형 크레인. 컨테이너 하역 장비들 중에서 가장 기본이 되는 장비임. 정부는 광양 항만 공사와 함께 광양항의 노후된 갠트리 크레인 3기를 교체하기로 하였다.",678,0.0,0.0,0
620,교육 훈련,Education & Training(영),인재 개발,4.0,"조직이 그 목표를 보다 효율적으로 달성하기 위하여 조직 구성원으로 하여금 직무 수행에 필요한 지식과 기술을 연마하게 하는 한편 가치관‧태도 등을 바람직한 방향으로 변화하게 하는 활동 「공무원 교육 훈련법」이 직무 수행을 위한 단순 교육에서 탈피해 직무 현장 학습, 자기 개발 개념이 종합된 인재 개발 중심의 「공무원 인재 개발법」으로 개정된다.",679,36.93103448275862,10.482758620689655,-2
621,교차 오염,cross-contamination(영),전이 오염,5.0,"식재료, 기구, 용수 등에 오염되어 있던 미생물이나 오염원이 오염되어 있지 않은 식재료, 기구, 종사 등과 접촉 또는 혼입됨으로써 미생물이나 오염원이 전이되는 현상 심지어 사소한 교차 오염에 의해서도 당신은 심각한 상태에 빠질 수도 있다.",680,3.4482758620689653,0.0,-2
622,그린 터치,Green Touch(영),"컴퓨터 절전, 컴퓨터 절전 프로그램",5.0,"컴퓨터를 장시간 사용하지 않을 때 소비되는 전력을 감소시켜 전기를 절약할 수 있는 프로그램 00시는 전기 낭비를 줄이고, 온실가스 배출을 억제하기 위해 그린 터치 사업을 적극 추진하고 있다.",681,3.4482758620689653,0.0,-2
623,그린워싱,greenwashing(영),친환경 위장,1.0,"일반 제품이 친환경 소재로 만든 제품인 것처럼 상품 설명을 속이거나 광고하는 행위 한국환경산업기술원에서는 지난해부터 실생활과 밀접한 제품 중에서 그린워싱 제품으로 의심되는 20개 제품을 대상으로 기업에 실증 자료를 요청한 결과, 이 중 총 12개 기업이 제품의 거짓·과장 표시를 자진 삭제한 것으로 확인됐다.",682,16.655172413793103,0.0,-2
624,글로벌 개발 펀드 프로젝트 플라자,Global development fund project plaza(영),국제 조달 사업 설명회,4.0,해외 정부 발주 사업 소개 및 재원 조달 방안 설명회 ① 경기 침체와 유가 급락으로 우리 기업의 주요 수주국인 중동 산유국의 정부 발주 사업이 크게 줄어들어 이번 ‘글로벌 개발 펀드 프로젝트 플라자’ 개최를 통해 안정적인… ② 이번에 개최되는 글로벌 개발 프로젝트 플라자는 정부 국정 과제인 신흥 시장 진출 확대를 위한 산업 자원 협력 강화의 일환으로 해외 프로젝트 재원 조달 방안과 재원 확보가 유망한 프로젝트를 국내 기업에 소개할 목적으로 마련됐다. 경기 침체와 유가 급락으로 우리 기업의 주요 수주국인 중동 산유국의 정부 발주 프로젝트가 크게 줄고 있는 상황에서 국내 기업이 다자개발 은행의 재원이 확보된 안정적인 프로젝트를 수주할 수 있도록 지원할 예정이다. 이번 행사에는 (중략) 등 글로벌 프로젝트 파이낸싱 금융 기관이 대거 참여하여 대규모 프로젝트 정보를 국내 기업과 공유하고 협력 방안을 논의할 계획이다.,683,0.0,0.0,0
625,내셔널 랏 릴리스,national lot release(영),국가 출하 승인,4.0,"국가가 시험 검정과 제조 및 품질 관리 요약서 등의 자료 검토를 통해 의약품의 판매를 승인하는 것  보건 위생상 특별한 주의를 요하는 백신, 혈장 분획 제제 등 생물학적 제제에 대하여 시중에 유통시키기 전 내셔널 랏 릴리스를 통해 제품의 품질을 확인",684,0.0,0.0,0
626,네가와트 시장,negawatt market(영),수요자원 거래시장,5.0,소비자들이 아낀 전력을 되팔 수 있는 전력 거래 시장으로 수요 자원 거래 시장이라고도 한다.  수요관리 수단과 관련해서는 수요자원 거래 시장(Negawatt market) 등 정보통신기술(ICT) 에너지 신산업을 적극 활용하기로 한 것도 제7차 전력수급기본계획의 또 다른 특징이다.,685,0.0,0.0,0
627,데이터클리닝,data cleaning(영),자료 점검,3.0,"데이터를 입력하고 난 후, 분석에 앞서 조사 과정이나 입력 과정의 실수를 찾아내서 수정하는 과정 구축되어 있는 농업 경영체 데이터베이스(DB) 자료를 통한 분석 결과의 신뢰도 향상을 위해 구체적인 데이터 클리닝에 대한 전반적인 연구가 필요하다.",686,4.551724137931035,10.620689655172415,4
628,드립,drip(영),수분,1.0,동결 식품을 녹이면 식품 내부의 구성 성분 및 물의 일부가 원상태로 식품 조직에 흡수되지 못하고 밖으로 유출되는 물질  중국산 냉동 수산물에서 물을 많이 먹여서인지 드립이 많이 나왔다.,687,92.82758620689656,10.517241379310345,-2
629,디오더런트,deodorant(영),체취 제거제,1.0,몸에서 나는 냄새를 제거하는 데 사용하는 화장품 또는 의약외품 여름에 데오도란트를 사용하면 체취를 줄여줄 수 있다.그른 표기: 데오도란트,688,0.0,0.0,0
630,라운드 테이블,round table(영),원탁회의,1.0,둥근 탁자에 둘러앉아 회의하는 회의 방식  o 첫 번째 순서는 ‘라운드 테이블’로 진행되며 주제는 ‘남북관계 개선 방안’입니다.,689,21.137931034482758,0.0,-2
631,라이스 클레이,rice clay(영),쌀찰흙,1.0,쌀로 만든 반죽. 쌀을 재료로 하여 찰흙(클레이)처럼 재미있게 만들고 맛있게 먹을 수 있도록 한 떡.  추석 계기 가족 프로그램으로 라이스 클레이 체험 활동이 진행되었다.,690,0.0,0.0,0
632,랜싯,lancet(영),채혈침,2.0,의료 검진을 위해 채혈에 사용되는 의료용 침 랜싯은 감염 위험이 있기 때문에 한 번 사용하고 버려야 한다.,691,0.0,0.0,0
633,러시 티켓,rush ticket(영),공연 직전 할인표,5.0,당일 공연 시작 직전에 잔여 좌석을 현장에서 기존 가격보다 대폭 할인하여 선착순 판매하는 것.  ○○문화회관은 잘 팔리지 않는 좌석의 판매를 활성화하기 위해 공연 직전에 남은 좌석의 티켓을 특별 할인해 판매하는 ‘러시 티켓 제도’를 도입했다.,692,0.0,0.0,0
634,레드 오션,red ocean(영),포화 시장,5.0,이미 잘 알려져 있어 경쟁이 매우 치열한 시장  그 사업 부분은 레드 오션이라 전망이 밝지 않아 진입하지 않는 것이 좋다.,693,35.275862068965516,0.0,-2
635,레짐,regime(영),체제,4.0,"가치, 규범 및 규칙들의 총합을 말하며 인간의 행태나 인간 간의 상호 관계를 일정한 방향으로 결정하는 틀을 제공한다. 연말 파리 협정이 타결되면 ‘12년 제1차 교토 의정서 종료 이후 부재하였던 전 세계적인 레짐이 새로이 창출된다.",694,1.7241379310344827,48.3448275862069,4
636,레토르트 식품,retort food(영),고압 가열 살균 식품,5.0,조리 가공한 여러 가지 식품을 일종의 주머니에 넣어 밀봉한 후 고압 가열 살균 솥(retort)에 넣어 고온에서 가열 살균하여 장기간 보존 가능한 식품 한국에서는 카레‧햄버거‧죽 등 레토르트 식품의 제조가 활발하다.,695,0.0,0.0,0
637,"로컬 시네마, 로컬 인디 시네마","local cinema, local independent cinema(영)","지역 영화, 지역 독립 영화",4.0,"서울 이외 지역 영화인들이 현지에서 제작한 영화. 영화라는 소재에 지역적인 소재가 결합한 것이 일반적임. 로컬 (인디) 시네마의 대표적인 예로는 제주도에서 제작된 ‘○○’, 경주에서 제작된 ‘□□등이 있다.",696,0.0,0.0,0
638,리니언시,leniency(영),"자진 신고 감면, 자진 신고 감면제",5.0,담합 행위를 스스로 신고한 기업에 과징금을 감면･면제해 주는 제도 공정거래위원회는 조사 효율성을 높이기 위해 리니언시 제도를 마련했다.,697,3.4482758620689653,0.0,-2
639,리쇼어링,reshoring(영),국내복귀,5.0,"생산비, 인건비, 세제 혜택 등을 이유로 해외에 진출한 기업이 자국으로 돌아오는 현상(또는 돌아오게 하는 정책) 그른 표기: 리쇼링   한미 자유무역협정(FTA), 한ㆍ유럽연합(EU) 자유무역협정(FTA) 체결 등으로 관세 혜택을 누리기 위한 리쇼어링 기업이 증가하고 있다.",698,15.827586206896552,3.4482758620689653,-2
640,마이크로 모멘츠,micro-moments(영),스마트폰 즉시 활용,5.0,"새로운 것을 배우거나, 발견하거나, 시청하거나, 검색하거나, 구매하고 싶을 때 반사적으로 스마트폰을 통해 그러한 욕구를 바로 충족시키는 현상 한국 사용자들이 ‘마이크로 모멘츠(micro-moments) 시대’를 가장 앞서 열어가고 있다는 게 구글의 평가다.",699,0.0,0.0,0
641,마이크로 버스트,microburst(영),순간 돌풍,5.0,적란운의 아래쪽에서 시작된 바람이 지표에 부딪치면서 발생하는 돌풍 현상.,700,0.0,0.0,0
642,마켓 테스트,market test(영),시범 판매,5.0,"소비자의 구매 특성을 파악하기 위해 시범적으로 시장에서 상품을 판매하는 행위 해양수산부는 이슬람권으로 수산 식품 수출 확대 가능성을 타진하기 위해 중동 및 동남아시아에서 김, 참치 통조림 등 주요 할랄 수산 식품의 마켓 테스트를 확대·실시하기로 하였다.",701,3.4482758620689653,0.0,-2
643,매트 페인팅,matte painting(영),배경 합성용 그림,5.0,"영화 제작에서 일찍부터 발달해 온 특수효과(SFX, Special Effect)의 한 분야로, 실사와 같은 정교한 그림을 일컫는 말이며, 주로 배경을 그려 합성하는 데 사용되고 있음 매트 페인팅 기법은 가상의 세계를 사실적으로 표현하는 데 매우 적합한 방식이다.",702,3.4482758620689653,0.0,-2
644,메가 FTA,mega FTA(영),다자간 자유 무역 협정,4.0,"3개국 이상이 참여하는 다자간 자유 무역 협정 관세청은 메가 FTA 시대를 맞아, 세계 관세 기구와 공동으로 국제 원산지 회의를 개최한다.",703,0.0,0.0,0
645,"메르스, MERS",middle east respiratory syndrome(영),중동 호흡기 증후군,5.0,메르스 코로나바이러스에 의한 호흡기 감염증 메르스 예방에 요오드의 효과가 높다고 합니다.,704,0.0,0.0,0
646,메이커,maker(영),"창조 혁신, 창조 혁신 인재",1.0,"메이커(maker)는 소프트웨어, 코딩 등 정보통신기술 발달로 새로운 프로그램, 시스템, 기술 등을 만드는 제작자, 기획자, 창조자 등을 두루 총괄할 때 쓰이는 용어로 급속히 확산되어 있는 신종 외래어임.[참고] ‘메이커 운동’,  ‘메이커 문화’,  ‘메이커 교육’ 등 다양한 합성어로 결합되어 나타남. 창의적인 아이디어를 가진 ‘메이커’들이 새로운 사회를 이끌고 있다.   어릴 때부터 ‘메이커 문화’를 쉽게 접할 수 있는 환경을 만들고, 메이커 운동이 국민적 행동으로 확대되길 바란다.",705,79.51724137931035,0.0,-2
647,모션 컨트롤,motion control(영),"동작 제어, 동작 제어법",2.0,"컴퓨터를 이용하여, 촬영기가 정해진 경로를 따라 이동하면서 촬영하도록 해주는 촬영 기법  영화 제작자들의 입장에서는 다이내믹한 시각 효과를 만들어 내기 위해 한 동작을 정확하게 반복해서 촬영하는 경우가 많은데, 이 정확성을 가능하게 해 주는 것이 바로 모션 컨트롤이다.",706,0.0,0.0,0
648,미니멈 개런티,minimum guarantee(영),최소 보장 금액,5.0,"영화 수출 계약 방식 중 하나로 계약 시 최소한의 계약 금액을 지불받고, 이후 현지 배급 결과에 따라 추가 수익을 약정하는 형태  영화 OOO는 중국에 수출되면서 미니멈 개런티 1,000만 달러 확보라는 큰 성과를 올렸다.",707,0.0,0.0,0
649,미디어 스크램블,media scramble(영),매체 혼합,2.0,"디지털 기술의 발전과 이동통신 및 인터넷 시대가 본격화됨에 따라 매체 간 경계, 온·오프라인의 경계, 자체 제작과 외주 제작의 경계 등이 허물어지고, 기존 전통 매체의 영역 구분이 모호해지는 것  디지털 기술의 진전과 인터넷의 영향으로 미디어 스크램블 현상이 더욱 가속화되고 있다.",708,0.0,0.0,0
650,미러 서버,mirror server(영),거울 서버,2.0,원래의 서버와 동일한 콘텐츠나 접근 권한을 가진 서버. 사용자가 폭주해 서버 시스템에 부하가 걸려 성능에 문제가  발생하는 것을 방지하기 위하여 원래 서버의 데이터나 파일을 복사해 놓은 서버. 올해 최고의 기대작으로 평가받고 있는 ○○○를 출시한 □□사는 정식 출시에 앞서 “이용자들이 한꺼번에 몰릴 것을 방지하기 위해 미러 서버를 구축해 놓았다. 이용자들이 한꺼번에 몰리더라도 게임을 즐기는 데 무리가 없을 것이다.“라고 밝혔다.,709,6.827586206896552,0.0,-2
651,밀리터리 페스티벌,military festival(영),군사 과학 축제,2.0,"군대 문화 및 국방 분야에 적용된 과학 기술을 체험할 수 있는 행사 밀리터리 페스티벌은 창작 로봇 경연과 국방 분야에 적용된 과학 기술을 체험할 수 있는 과학 원리 체험관, 초등학생 자녀와 함께 참여할 수 있는 조립모형(플라모델) 제작 가족 체험전 및 조립모형 경연 대회로 구성되었다.",710,0.0,0.0,0
652,바이오 매스,biomass(영),생물량,2.5,"동물, 식물, 미생물의 유기물 총량. 식물의 줄기, 뿌리, 잎 등이 대표적임.⇒어느 지역 내에 생활하고 있는 생물의 현존량. 중량, 에너지양으로 나타냄.  발생 시기별로 보면 대부분의 바이오매스가 작물의 수확기인 10월에 주로 발생되는 반면 과수는 2월에 발생하는 경향을 보였다.",711,11.724137931034482,0.0,-2
653,배리어 프리,barrier free(영),"무장벽, 장벽 없는",1.5,"장애인의 생활에 불편을 주는 물리적·제도적 장벽의 허물어짐.  친환경 녹색 건축물 인증을 위해 신재생 에너지(지열, 태양광) 도입 및 배리어 프리(Barrier Free) 우수 등급을 목표로 건립할 예정이다./ 이 유치원은 배리어 프리 건물이다.",712,28.06896551724138,0.0,-2
